architecture,dataset,seed,path,sha256,file_size_mb
CNN_RF,Biofilms,789,extracted_dataset/downloaded_models/Biofilms/CNN_RF/CNN_RF_seed789.pth,1127b0400f0aef4a88c26bfd8276b2c6d6fbb3fb9ad0e158cd84a7ba2b81d979,7.381707191467285
CNN_RF,Biofilms,1024,extracted_dataset/downloaded_models/Biofilms/CNN_RF/CNN_RF_seed1024.pth,d12e66a7386a045e87ed61c9e3a2c6d03feff36bd22d07c6bfdfc422e9a9fd38,7.360727310180664
CNN_RF,EPFL,42,extracted_dataset/downloaded_models/EPFL/CNN_RF/CNN_RF_seed42.pth,7b03dfb42dd7f2e0222be5994305a516b5dcc70d7d546061ffc39b172019e142,115.13516998291016
CNN_RF,EPFL,123,extracted_dataset/downloaded_models/EPFL/CNN_RF/CNN_RF_seed123.pth,f75fb8a5264a5a9ca6b9a2cd8f998ee93f9297b686e7f3c474c0d8792a84dd36,115.09435367584229
CNN_RF,EPFL,456,extracted_dataset/downloaded_models/EPFL/CNN_RF/CNN_RF_seed456.pth,87c91c41495691f929308723180e4094c53d0e1d1ebfb9bc3e3d2fcca456c3ac,115.25243473052979
CNN_RF,EPFL,789,extracted_dataset/downloaded_models/EPFL/CNN_RF/CNN_RF_seed789.pth,b6bb3b97fc20b0916e58098b3f3dbd959d4b00e0fed6ef1b9824d15eda445757,115.11577701568604
CNN_RF,EPFL,1024,extracted_dataset/downloaded_models/EPFL/CNN_RF/CNN_RF_seed1024.pth,6a0effde68acd497c5c5e630b16fed961adcfa21c69ca9160c5f4463ea519153,115.10328102111816
CNN_RF,NFFA,42,extracted_dataset/downloaded_models/NFFA/CNN_RF/CNN_RF_seed42.pth,59d76a37dacdb7053b7da5354f6ed06617c9a88bed4045aa14982e703efdae15,104.1929702758789
CNN_RF,NFFA,123,extracted_dataset/downloaded_models/NFFA/CNN_RF/CNN_RF_seed123.pth,708efe1fab0a20c5807852ac092f7eb669c0009b153346ad9b15fb7aa2b5066c,104.17961978912354
CNN_RF,NFFA,456,extracted_dataset/downloaded_models/NFFA/CNN_RF/CNN_RF_seed456.pth,e5b9d3f66637fef295f7daab2057f3f1e3754264db61bd8a318cb2d9a414c3aa,104.30541324615479
