architecture,source_dataset,test_dataset,n_seeds,mae_mean,mae_sd,mae_ci95_lo,mae_ci95_hi,rmse_mean,rmse_sd,rmse_ci95_lo,rmse_ci95_hi,r2_mean,r2_sd,r2_ci95_lo,r2_ci95_hi
CNN_KAN_PSD,EPFL,NFFA,5,1.794011902809143,0.3339079304729653,1.3794104468261366,2.2086133587921495,2.251361341643239,0.43363030210970666,1.7129382069833947,2.7897844763030837,0.5639142394065857,0.16931976617447236,0.3536759815634639,0.7741524972497075
CNN_KAN_PSD,NFFA,Biofilms,5,0.21056318879127495,0.029480049349636047,0.1739588728485616,0.2471675047339883,0.3230749247679881,0.04236367229324406,0.2704734780497647,0.3756763714862115,0.9925510168075562,0.0018665011696611163,0.9902334495025827,0.9948685841125297
CNN_KAN_PSD,NFFA,EPFL,5,0.41585742235183715,0.045331654596576815,0.35957073886025953,0.47214410584341476,0.4196062528246888,0.044171004599434995,0.36476070664907745,0.4744517990003001,0.4752052783966064,0.11340953599864978,0.33438874049408923,0.6160218162991236
CNN_MLP,Biofilms,EPFL,5,1.0215312600135804,0.2640250831164146,0.6937008196851719,1.3493617003419889,1.0564341584587145,0.2726091304658763,0.7179452155776029,1.394923101339826,-2.472939682006836,1.8726188739847445,-4.798103120190564,-0.1477762438231074
CNN_MLP,Biofilms,NFFA,5,0.521695876121521,0.07871347316844678,0.4239601903146827,0.6194315619283594,0.869227718505156,0.15550443143042453,0.676143464436852,1.06231197257346,0.9352519273757934,0.021145978075775767,0.9089957276922965,0.9615081270592903
CNN_MLP,EPFL,Biofilms,5,1.5448776006698608,0.17747491384640268,1.324513389562468,1.7652418117772537,2.629506871682442,0.299572116291542,2.2575389600175226,3.001474783347361,0.5081963181495667,0.11810427297154831,0.36155049436676523,0.6548421419323681
CNN_MLP,EPFL,NFFA,5,1.315840220451355,0.13254293229714312,1.1512664332016336,1.4804140077010766,1.8476439506914724,0.1753728824429547,1.6298897563008345,2.0653981450821104,0.7127001404762268,0.0561219577831415,0.6430155259881885,0.7823847549642651
CNN_MLP,NFFA,Biofilms,5,0.16705223917961118,0.015952568581090672,0.14724450909359438,0.18685996926562798,0.28553217142445714,0.03980007411668707,0.23611385226792533,0.33495049058098897,0.9941713809967041,0.001600330826826213,0.9921843078238183,0.9961584541695899
CNN_MLP,NFFA,EPFL,5,0.3620975136756897,0.045508699985950425,0.3055909992980789,0.4186040280533005,0.36528169623345697,0.0437369001192575,0.310975161962341,0.41958823050457295,0.6012681245803833,0.09884084298323667,0.4785410082959871,0.7239952408647794
CNN_RF,Biofilms,EPFL,5,1.3683557541081603,0.4278197535330085,0.837147368425816,1.8995641397905048,1.4637055177432192,0.3958071128689221,0.9722460754609049,1.9551649600255336,-5.699932718410973,2.8815373671592472,-9.277833926691471,-2.1220315101304745
CNN_RF,Biofilms,NFFA,5,0.7626656853880907,0.09425685740146585,0.6456303389688645,0.8797010318073168,1.1514732351583654,0.16674440425905968,0.9444327114879566,1.3585137588287741,0.8873547500106614,0.03468961009387877,0.8442819100453662,0.9304275899759566
CNN_RF,EPFL,Biofilms,5,4.885519558920178,0.08514652747431932,4.779796181183248,4.991242936657108,5.853872251369408,0.14153299030298366,5.678135832752071,6.029608669986745,-1.4134952462616648,0.11766970146697449,-1.5596014782525915,-1.267389014270738
CNN_RF,EPFL,NFFA,5,2.5893667213222527,0.12308013579373021,2.4365425478131475,2.742190894831358,3.5208361684143874,0.159025783837999,3.32337957783661,3.7182927589921646,-0.03748017559957706,0.09399682710489832,-0.15419265176111305,0.07923230056195893
CNN_RF,NFFA,Biofilms,5,0.708524770723709,0.2517974376870281,0.3958769575077705,1.0211725839396475,0.9296639591860701,0.31732715570662756,0.5356502542927506,1.3236776640793897,0.9334862173517802,0.04847297410462432,0.8732990705202048,0.9936733641833555
CNN_RF,NFFA,EPFL,5,0.8121259517696542,0.4156972398611049,0.29596965488144555,1.328282248657863,0.9038394501222144,0.39538383011612,0.41290558279511513,1.3947733174493138,-1.783031196941759,2.525768373797895,-4.919186854488273,1.3531244606047548
CalibNet,Biofilms,EPFL,5,1.1503560066223144,0.48054628161733504,0.5536789892673822,1.7470330239772465,1.333031571315318,0.5438167549292819,0.6577938850996292,2.0082692575310066,-4.948912858963013,4.408113973972186,-10.4223092804232,0.5244835624971751
CalibNet,Biofilms,NFFA,5,1.581928539276123,0.14460250021969984,1.40238082070307,1.7614762578491763,2.2552936118632716,0.24962784216004086,1.9453397073038572,2.5652475164226862,0.5708373308181762,0.09981803181907323,0.4468968743368752,0.6947777872994773
CalibNet,EPFL,Biofilms,5,6.972317695617676,2.700444681386266,3.6192727555995146,10.325362635635837,8.475501814385202,2.9079169643815117,4.864846009946701,12.086157618823703,-4.53316297531128,4.0397528423499205,-9.549178641298502,0.4828526906759425
CalibNet,EPFL,NFFA,5,2.736694812774658,0.5267213076822653,2.0826839279387817,3.3907056976105348,3.56982597360134,0.899078281520907,2.453472839869921,4.686179107332759,-0.11884841918945313,0.5900680591416961,-0.8515146847156667,0.6138178463367605
CalibNet,NFFA,Biofilms,5,1.268177604675293,0.12092223757285116,1.1180328156988413,1.4183223936517448,1.6870003098665634,0.234607869696074,1.3956961643696684,1.9783044553634583,0.7965511798858642,0.058271499375735794,0.7241975569896599,0.8689048027820685
CalibNet,NFFA,EPFL,5,0.2777038305997848,0.11077005580579702,0.14016464022670483,0.4152430209728648,0.3177227373528706,0.11226865487198497,0.17832279047156324,0.45712268423417796,0.6719671726226807,0.20538189844012758,0.41695186344683244,0.9269824817985289
ConvNextTinyRegression,Biofilms,EPFL,5,1.5103523015975953,0.9878635691312733,0.283757672670218,2.7369469305249723,1.6663205168929813,0.9735331397423304,0.4575194662166555,2.875121567569307,-9.44340136051178,11.515849825303807,-23.742217497312623,4.855414776289063
ConvNextTinyRegression,Biofilms,NFFA,5,1.8123576641082764,0.7874846585350074,0.8345663144675732,2.7901490137489793,2.4454549492983277,1.2495249185741173,0.8939648430463565,3.9969450555502988,0.395945405960083,0.6397910233994275,-0.39846007416892815,1.1903508860890941
ConvNextTinyRegression,EPFL,Biofilms,5,5.261344623565674,0.001242747534344,5.259801548693423,5.262887698437925,6.135894879110182,0.0012934535349683263,6.134288844422463,6.1375009137979015,-1.6504080772399903,0.0011175450495124362,-1.6517956926943407,-1.6490204617856399
ConvNextTinyRegression,EPFL,NFFA,5,2.816325855255127,0.0004861409901208583,2.815722231489643,2.816929479020611,3.7060668445956537,0.0006107932641504984,3.7053084445892126,3.706825244602095,-0.14764206409454345,0.0003783162219749271,-0.14811180572730617,-0.14717232246178072
ConvNextTinyRegression,NFFA,Biofilms,5,5.287967395782471,0.06671859241738018,5.205125321566979,5.370809469997963,6.163484506688944,0.06916513261513113,6.077604651589747,6.249364361788141,-1.674565839767456,0.05984461782780799,-1.7488727472105083,-1.6002589323244039
ConvNextTinyRegression,NFFA,EPFL,5,0.49844645857810976,0.0031676306895657438,0.4945133255912706,0.5023795915649489,0.5872364866132397,0.007716421071585173,0.5776552843736714,0.596817688852808,-0.018963336944580043,0.026992368161098013,-0.05247878871647699,0.0145521148273169
ResNeXt50Regression,Biofilms,EPFL,5,2.708252865076065,2.6679843685192157,-0.6044872730846493,6.020993003236779,2.8468545689432307,2.7104003348677663,-0.5185519475815012,6.212261085467963,-40.30753620862961,52.91786371608907,-106.01374244675065,25.39867002949145
ResNeXt50Regression,Biofilms,NFFA,5,2.3077473521232603,1.4117751232741431,0.5547970079940758,4.060697696252445,4.150694201240328,2.844704661788256,0.6185268371754358,7.68286156530522,-0.9804663658142088,2.1214536915086963,-3.6145990384170315,1.6536663067886137
ResNeXt50Regression,EPFL,Biofilms,5,7.716319870948792,7.164646584353995,-1.179763852697131,16.612403594594713,8.689187372976727,7.624102625861358,-0.7773863761661026,18.155761122119557,-7.588736844062805,11.137787332429985,-21.418126394391056,6.240652706265446
ResNeXt50Regression,EPFL,NFFA,5,2.8866692185401917,2.3779121202331615,-0.06589865204570522,5.8392370891260885,4.276108686776892,3.4416514808838023,0.002733948598804048,8.54948342495498,-1.319616937637329,2.4230479153534854,-4.328228300054434,1.6889944247797755
ResNeXt50Regression,NFFA,Biofilms,5,1.6633766889572144,0.2667450620791667,1.332168948674885,1.9945844292395438,2.177715897291136,0.28708049203819447,1.8212583857406877,2.5341734088415846,0.6615024209022522,0.08917611539245733,0.5507756489197734,0.772229192884731
ResNeXt50Regression,NFFA,EPFL,5,0.18319684565067287,0.050442615197855874,0.1205640663842492,0.24582962491709653,0.22262966226731457,0.056125279650541565,0.15294092313611876,0.2923184013985104,0.846121883392334,0.0739608533927947,0.754287354458074,0.9379564123265939
ResNet18Regression,Biofilms,EPFL,5,2.118133509159088,1.3064761464010435,0.4959291136609223,3.740337904657254,2.221196282687623,1.3236535015047342,0.5776633837728427,3.8647291816024034,-17.71732578277588,21.230518720872368,-44.07849654167413,8.64384497612237
ResNet18Regression,Biofilms,NFFA,5,1.6146283626556397,0.7506109712084083,0.6826217430493969,2.5466349822618826,2.166095195928511,1.0976642161899248,0.8031650565689281,3.529025335288094,0.5274163007736206,0.5078892641122504,-0.10321151354876379,1.158044115096005
ResNet18Regression,EPFL,Biofilms,5,3.27762713432312,0.7707573529803898,2.3206054777765392,4.2346487908697,3.862349803657975,0.7531699615960129,2.927165777815694,4.797533829500256,-0.08211842775344849,0.415063858043216,-0.5974882772412676,0.4332514217343707
ResNet18Regression,EPFL,NFFA,5,1.8561175584793095,0.21854668564717517,1.5847560069844568,2.1274791099741623,2.2427201790715534,0.2417563869566172,1.9425399770517038,2.5429003810914033,0.5758214592933655,0.09217201990425158,0.4613747805365355,0.6902681380501954
ResNet18Regression,NFFA,Biofilms,5,1.48771071434021,0.36167047992644497,1.0386375002024661,1.9367839284779538,1.9692820652984118,0.40331473945957136,1.4685006733665311,2.4700634572302924,0.7178328037261963,0.11379646185312804,0.5765358339201991,0.8591297735321934
ResNet18Regression,NFFA,EPFL,5,0.24584019482135772,0.08067712341093526,0.14566631520335732,0.3460140744393581,0.2918121940061587,0.08015183985651737,0.19229054006652754,0.39133384794578985,0.7332340121269226,0.1512631988452249,0.5454159438676697,0.9210520803861756
TOPIQ_NR_SNR,Biofilms,EPFL,5,1.1165729596133525,0.33301390854370194,0.7030815784735169,1.530064340753188,1.243144045396883,0.30532643173226215,0.8640312074149137,1.6222568833788522,-3.7861234094396474,2.325905182204769,-6.674116137418876,-0.8981306814604193
TOPIQ_NR_SNR,Biofilms,NFFA,5,1.5610419907594593,0.22169687155204415,1.2857689668388819,1.8363150146800367,2.07641690231983,0.24193649826436228,1.776013062573484,2.376820742066176,0.6358331189823717,0.08476631693222375,0.5305818349872994,0.741084402977444
TOPIQ_NR_SNR,EPFL,Biofilms,5,4.5418513730594094,0.1052214566795817,4.411201678461816,4.672501067657003,5.408255181204485,0.1333908332584755,5.242628585857035,5.573881776551935,-1.0600728117023621,0.10292850459566795,-1.1878754302477537,-0.9322701931569706
TOPIQ_NR_SNR,EPFL,NFFA,5,2.443070094424826,0.04632941153613461,2.385544532062441,2.5005956567872105,3.2316875834795895,0.06244309701512183,3.1541542379795677,3.3092209289796113,0.12709216095181614,0.03390453987146525,0.08499411441775365,0.16919020748587862
TOPIQ_NR_SNR,NFFA,Biofilms,5,1.9498265406063624,0.7021671354459715,1.0779708878012335,2.8216821934114913,2.5032803607888883,0.8500980760708382,1.4477441847894437,3.558816536788333,0.5181614303858796,0.3558374015224397,0.0763309397010889,0.9599919210706702
TOPIQ_NR_SNR,NFFA,EPFL,5,0.6212976560458331,0.32217067070687516,0.2212699329519462,1.02132537913972,0.6689782483128275,0.3169714784682277,0.2754061750414096,1.0625503215842453,-0.5596647599545503,1.5720262762790607,-2.511593191440584,1.3922636715314831
ViTRegression,Biofilms,EPFL,5,2.9692548871040345,1.714761322568677,0.8400974873582365,5.0984122868498325,3.0496053196040895,1.6588769570287252,0.9898375246117088,5.109373114596471,-32.9805507183075,29.514026249071755,-69.62705455382078,3.665953117205781
ViTRegression,Biofilms,NFFA,5,3.103873062133789,0.9464020775903058,1.9287596745646607,4.278986449702917,3.7872184377880522,0.9925452331832544,2.5548107551556454,5.019626120420459,-0.26430431604385374,0.6193628582817883,-1.0333448789969304,0.5047362469092228
ViTRegression,EPFL,Biofilms,5,5.142063426971435,0.19247453335540646,4.903074728332958,5.381052125609913,5.989097884293335,0.22964935211373472,5.70395055156289,6.274245217023779,-1.5280767917633056,0.1959801027221957,-1.7714182296777314,-1.2847353538488797
ViTRegression,EPFL,NFFA,5,2.75087423324585,0.11215132614386714,2.6116199692222013,2.8901284972694983,3.6152729478752432,0.15406086170617278,3.4239811223624397,3.8065647733880468,-0.09368588924407954,0.09413104444148088,-0.21056501824038487,0.0231932397522258
ViTRegression,NFFA,Biofilms,5,5.253309440612793,0.05424879924668815,5.185950659642397,5.3206682215831895,6.09774858442586,0.07403256012059736,6.005825019829258,6.189672149022462,-1.6178644180297852,0.06373947516941698,-1.697007429612053,-1.5387214064475174
ViTRegression,NFFA,EPFL,5,0.4933624804019928,0.003603527899698722,0.4888881095424141,0.49783685126157157,0.5754071373377443,0.006514217230938005,0.56731866832561,0.5834956063498786,0.02171022891998286,0.022186614790461353,-0.005838091907348152,0.04925854974731387
proposed,Biofilms,EPFL,5,1.1150770306587219,0.32887023135722465,0.7067307043015134,1.5234233570159303,1.1660959678701457,0.351246254732971,0.7299661388643071,1.6022257968759843,-3.3089621543884276,2.834054437368804,-6.827905518218896,0.20998120944204057
proposed,Biofilms,NFFA,5,0.4999178409576416,0.033129839666282385,0.45878171177775573,0.5410539701375274,0.8091789826832979,0.09003038379772552,0.6973914963771947,0.9209664689894012,0.9447478890419007,0.012283826827700826,0.929495503509775,0.9600002745740264
proposed,EPFL,Biofilms,5,2.336046648025513,0.25367459345718285,2.021068038070753,2.651025257980273,2.98776799869299,0.2244872930785366,2.709030208823154,3.2665057885628257,0.3687409281730652,0.09353833657676291,0.2525977431938324,0.484884113152298
proposed,EPFL,NFFA,5,1.8310641765594482,0.19563593597840442,1.588150078100167,2.0739782750187294,2.3822960805234343,0.16714606244306182,2.174756832346366,2.5898353287005027,0.5239217042922973,0.06696764346300027,0.44077039235974425,0.6070730162248504
proposed,NFFA,Biofilms,5,0.22698416411876673,0.03910684484933791,0.17842660278600356,0.27554172545152994,0.36368187294517657,0.05703108171253516,0.2928684320041046,0.4344953138862485,0.9905057430267334,0.0027001087124812265,0.9871531152472092,0.9938583708062577
proposed,NFFA,EPFL,5,0.3252253860235214,0.07179943848474252,0.2360746081657708,0.414376163881272,0.33353914682766994,0.06650492027547814,0.2509623816181972,0.4161159120371427,0.6608716964721679,0.12977635925568035,0.4997330633664318,0.822010329577904
