model,source_dataset,test_dataset,eval_type,seed,checkpoint_path,checkpoint_sha256,best_epoch,mae,mse,rmse,r2,n_samples,total_params,trainable_params,nontrainable_params,model_size_mb,training_time_sec,avg_inference_ms_sample,inference_std_ms,device
TOPIQ_NR_SNR,NFFA,NFFA,in-domain,42,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_42/best.pt,d294b83b9ce3165582454a488abd95139a98f6e642e7999e1ddd7ccb4ef01088,41,0.9267502952733806,1.6180167394644585,1.2720128692212427,0.8648042713418793,1930,45196934,45196934,0,172.61566162109375,14954.961696863174,12.308422518517688,1.7508670806173432,cuda
TOPIQ_NR_SNR,NFFA,Biofilms,cross-dataset,42,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_42/best.pt,d294b83b9ce3165582454a488abd95139a98f6e642e7999e1ddd7ccb4ef01088,41,3.1412372146333967,15.681165427967784,3.959945129413763,-0.10391403146652034,140,45196934,45196934,0,172.61566162109375,14954.961696863174,12.678567000797816,1.9533711951163297,cuda
TOPIQ_NR_SNR,NFFA,EPFL,cross-dataset,123,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_123/best.pt,af70167b2c21e2b0369055f0da23908fde4112d30353f2ac167c5f6c67b24510,90,0.33690744677619755,0.15866934813865055,0.39833321244738124,0.5312238214538725,2130,45196934,45196934,0,172.61566162109375,15149.614659309387,12.841594499041777,1.8160831900135246,cuda
TOPIQ_NR_SNR,NFFA,NFFA,in-domain,123,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_123/best.pt,af70167b2c21e2b0369055f0da23908fde4112d30353f2ac167c5f6c67b24510,90,0.7834750515191666,1.280458063302306,1.1315732690826104,0.8930094747093784,1930,45196934,45196934,0,172.61566162109375,15149.614659309387,12.431222663642211,1.732270373743975,cuda
TOPIQ_NR_SNR,NFFA,Biofilms,cross-dataset,123,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_123/best.pt,af70167b2c21e2b0369055f0da23908fde4112d30353f2ac167c5f6c67b24510,90,1.467309776374272,4.160424180037043,2.039711788473323,0.7071167541537322,140,45196934,45196934,0,172.61566162109375,15149.614659309387,11.769536563328334,1.6285239325517142,cuda
TOPIQ_NR_SNR,NFFA,EPFL,cross-dataset,456,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_456/best.pt,6e8dea973c4c78c74a6983c13670b7af75b69648f8e6b8f58419ee380d0ed391,58,0.5956302145837058,0.4152951397283614,0.6444339684780446,-0.22695700747773295,2130,45196934,45196934,0,172.61566162109375,14856.532658815384,12.769012943679737,1.8356731673548645,cuda
TOPIQ_NR_SNR,NFFA,NFFA,in-domain,456,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_456/best.pt,6e8dea973c4c78c74a6983c13670b7af75b69648f8e6b8f58419ee380d0ed391,58,0.40606318916063855,0.34900864082754074,0.5907695327515974,0.9708380782758298,1930,45196934,45196934,0,172.61566162109375,14856.532658815384,12.986610343419208,1.7572373702281887,cuda
TOPIQ_NR_SNR,NFFA,Biofilms,cross-dataset,456,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_456/best.pt,6e8dea973c4c78c74a6983c13670b7af75b69648f8e6b8f58419ee380d0ed391,58,1.7488402894565038,4.669256237783872,2.1608461855911614,0.6712962757086232,140,45196934,45196934,0,172.61566162109375,14856.532658815384,11.99955769947597,2.0165068226583567,cuda
TOPIQ_NR_SNR,NFFA,EPFL,cross-dataset,789,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_789/best.pt,417db11dbb89199ff05486962931654a715055849d3cfb00274339218291e106,96,0.5739664418036949,0.36060389846961227,0.6005030378521097,-0.06537601292535467,2130,45196934,45196934,0,172.61566162109375,14984.193881511688,12.827628543119475,1.6337187674238831,cuda
TOPIQ_NR_SNR,NFFA,NFFA,in-domain,789,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_789/best.pt,417db11dbb89199ff05486962931654a715055849d3cfb00274339218291e106,96,0.3571133151573221,0.31518534975816054,0.5614137064217087,0.9736642322767173,1930,45196934,45196934,0,172.61566162109375,14984.193881511688,12.65218270257347,1.5049852809499202,cuda
TOPIQ_NR_SNR,NFFA,Biofilms,cross-dataset,789,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_789/best.pt,417db11dbb89199ff05486962931654a715055849d3cfb00274339218291e106,96,1.4215623446873256,3.3950681275092833,1.8425710644393836,0.7609958672422493,140,45196934,45196934,0,172.61566162109375,14984.193881511688,12.789126804896764,1.5845591377007986,cuda
TOPIQ_NR_SNR,NFFA,EPFL,cross-dataset,1024,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_1024/best.pt,eb99db085514beb907e65377d0d30bd9d4345290f604b3617d203749bbb76bfd,69,0.434249343334789,0.242250738825121,0.49218973864265086,0.2842891400979193,2130,45196934,45196934,0,172.61566162109375,14981.103300571442,12.896397863755205,1.532595617006187,cuda
TOPIQ_NR_SNR,NFFA,NFFA,in-domain,1024,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_1024/best.pt,eb99db085514beb907e65377d0d30bd9d4345290f604b3617d203749bbb76bfd,69,0.34967337692339806,0.2510185122608868,0.5010174770014383,0.9790257851825312,1930,45196934,45196934,0,172.61566162109375,14981.103300571442,12.305443521608343,1.7435115699389279,cuda
TOPIQ_NR_SNR,NFFA,Biofilms,cross-dataset,1024,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/NFFA/seed_1024/best.pt,eb99db085514beb907e65377d0d30bd9d4345290f604b3617d203749bbb76bfd,69,1.9701830778803144,6.316815806016117,2.5133276360268106,0.5553122862913136,140,45196934,45196934,0,172.61566162109375,14981.103300571442,13.479845864432198,2.1701696854950634,cuda
TOPIQ_NR_SNR,Biofilms,EPFL,cross-dataset,42,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_42/best.pt,951bf0115c424c9b0d9b356e25275006e67fb7e73ce31347f528735090212bd4,67,0.7157446198620147,0.7612569513807952,0.8725004019373259,-1.2490741201516058,2130,45196934,45196934,0,172.61566162109375,1006.4272212982178,12.385175597499794,1.715693955572851,cuda
TOPIQ_NR_SNR,Biofilms,NFFA,cross-dataset,42,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_42/best.pt,951bf0115c424c9b0d9b356e25275006e67fb7e73ce31347f528735090212bd4,67,1.5154559173732225,4.383852494655055,2.09376514792253,0.6337008648372953,1930,45196934,45196934,0,172.61566162109375,1006.4272212982178,12.63837196666342,1.920140629186681,cuda
TOPIQ_NR_SNR,Biofilms,Biofilms,in-domain,42,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_42/best.pt,951bf0115c424c9b0d9b356e25275006e67fb7e73ce31347f528735090212bd4,67,0.8347680756023952,1.3831098030176003,1.1760568876621573,0.9026325992399217,140,45196934,45196934,0,172.61566162109375,1006.4272212982178,11.523815563746862,1.9807808247401189,cuda
TOPIQ_NR_SNR,Biofilms,EPFL,cross-dataset,123,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_123/best.pt,e2bb4aaae27f7fb2f2bc5b651a0fc1c05485abd62d3dff04cfa11ab8ce2f80b7,14,1.1929350409709232,1.7603762340856004,1.3267917071212045,-4.200893893488262,2130,45196934,45196934,0,172.61566162109375,1015.1908588409424,12.389661000927848,1.702280462175947,cuda
TOPIQ_NR_SNR,Biofilms,NFFA,cross-dataset,123,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_123/best.pt,e2bb4aaae27f7fb2f2bc5b651a0fc1c05485abd62d3dff04cfa11ab8ce2f80b7,14,1.8776650140940216,5.744926931886997,2.3968577204095776,0.5199743218347679,1930,45196934,45196934,0,172.61566162109375,1015.1908588409424,12.91084128957956,1.7908628246508191,cuda
TOPIQ_NR_SNR,Biofilms,Biofilms,in-domain,123,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_123/best.pt,e2bb4aaae27f7fb2f2bc5b651a0fc1c05485abd62d3dff04cfa11ab8ce2f80b7,14,1.2261928234781538,3.033867858265315,1.741800177478839,0.786423444498513,140,45196934,45196934,0,172.61566162109375,1015.1908588409424,11.707162857055664,1.7827152963140438,cuda
TOPIQ_NR_SNR,Biofilms,EPFL,cross-dataset,456,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_456/best.pt,547bd0d7d4bfe3d4faf44fd2d52fd8242a9c3555fa01118cd3755f198f8c618e,89,0.9282726323660551,1.1231562739491376,1.059790674590571,-2.318277362253377,2130,45196934,45196934,0,172.61566162109375,1006.6450159549713,12.660429063537311,1.7248403440378566,cuda
TOPIQ_NR_SNR,Biofilms,NFFA,cross-dataset,456,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_456/best.pt,547bd0d7d4bfe3d4faf44fd2d52fd8242a9c3555fa01118cd3755f198f8c618e,89,1.6840778113646828,4.8968352901286485,2.212879411565088,0.5908378454805938,1930,45196934,45196934,0,172.61566162109375,1006.6450159549713,12.71534398429752,1.8611054994790306,cuda
TOPIQ_NR_SNR,Biofilms,Biofilms,in-domain,456,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_456/best.pt,547bd0d7d4bfe3d4faf44fd2d52fd8242a9c3555fa01118cd3755f198f8c618e,89,0.8930736133030482,1.4028676683448023,1.1844271477574306,0.9012416959383327,140,45196934,45196934,0,172.61566162109375,1006.6450159549713,12.0856659752982,1.74039805583753,cuda
TOPIQ_NR_SNR,Biofilms,EPFL,cross-dataset,789,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_789/best.pt,4d80a050d377dbade39b0e1874daf8f5fee19d6c58e696e45ed899dfd8706c5d,97,1.6076653583508702,2.8345489661192067,1.6836118810816247,-7.374453212463669,2130,45196934,45196934,0,172.61566162109375,1003.7034649848938,12.7699721027428,1.704098783778788,cuda
TOPIQ_NR_SNR,Biofilms,NFFA,cross-dataset,789,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_789/best.pt,4d80a050d377dbade39b0e1874daf8f5fee19d6c58e696e45ed899dfd8706c5d,97,1.3367540455852764,3.361186131166072,1.8333537932341568,0.719151231829052,1930,45196934,45196934,0,172.61566162109375,1003.7034649848938,12.931828795319394,1.7966400795175745,cuda
TOPIQ_NR_SNR,Biofilms,Biofilms,in-domain,789,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_789/best.pt,4d80a050d377dbade39b0e1874daf8f5fee19d6c58e696e45ed899dfd8706c5d,97,0.9892124738012041,2.05017249692628,1.4318423436001186,0.8556730877765522,140,45196934,45196934,0,172.61566162109375,1003.7034649848938,12.335201672145299,1.8569328363768445,cuda
TOPIQ_NR_SNR,Biofilms,EPFL,cross-dataset,1024,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_1024/best.pt,52cd1930e3755acdba33041549a4468a90ab3f4ca7bc9656cf0f6ed43021df0a,7,1.1382471465168984,1.62059408215132,1.2730255622536886,-3.787918458841321,2130,45196934,45196934,0,172.61566162109375,1003.2732899188995,12.834965679007517,1.6709039015740106,cuda
TOPIQ_NR_SNR,Biofilms,NFFA,cross-dataset,1024,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_1024/best.pt,52cd1930e3755acdba33041549a4468a90ab3f4ca7bc9656cf0f6ed43021df0a,7,1.3912571653800925,3.404867990130304,1.8452284384677968,0.7155013309301496,1930,45196934,45196934,0,172.61566162109375,1003.2732899188995,12.92773256647772,1.7234007050193927,cuda
TOPIQ_NR_SNR,Biofilms,Biofilms,in-domain,1024,/mnt/d/hscf/sota_iqa_baselines/checkpoints/TOPIQ_NR_SNR/Biofilms/seed_1024/best.pt,52cd1930e3755acdba33041549a4468a90ab3f4ca7bc9656cf0f6ed43021df0a,7,1.2661272815295628,3.282923111005889,1.8118838569306503,0.7688905902362649,140,45196934,45196934,0,172.61566162109375,1003.2732899188995,13.466097627367292,1.9323078153274045,cuda
